event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,event_type,status,notes,source
2007_footbagmania_polish,1185458086,2007,Footbagmania 3007 - Polish Footbag Championships,footbagmania_3007_polish_footbag_championships,2007-08-24,2007-08-26,Kraków,Lesser Poland,Poland,Maniac Footbag Team,mixed,completed,,mirror
2007_funtastik_summer,1182542776,2007,Funtastik Summer Classic,funtastik_summer_classic,2007-09-01,2007-09-03,Harrisburg,Pennsylvania,United States,,freestyle,completed,,mirror
2007_german,1179679872,2007,German Footbag Championships 2007,german_footbag_championships_2007,2007-06-29,2007-06-30,Aachen,North Rhine-Westphalia,Germany,TSK Aachen e.V.,mixed,completed,,mirror
2007_lhivernal_windchill,1170456736,2007,"L'Hivernal 2007, The 2007 Windchill",lhivernal_2007_the_2007_windchill,2007-03-31,2007-04-01,Montreal,Quebec,Canada,Association Québécoise de Footbag,net,completed,,mirror
2007_springjam,1172931308,2007,Montreal Spring Jam 2,montreal_spring_jam_2,2007-06-01,2007-06-03,Montreal,Quebec,Canada,,freestyle,completed,,mirror
2007_rnh_contest,1166622628,2007,RNH Contest 2007,rnh_contest_2007,2007-01-20,2007-01-21,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,freestyle,completed,,mirror
2007_russian,1192722292,2007,Russian Footbag Freestyle Jam,russian_footbag_freestyle_jam,2007-10-27,2007-10-28,Saint Petersburg,,Russia,RFA (Russian Footbag Association),freestyle,completed,,mirror
2007_santa_cruz_soul,1172562114,2007,Santa Cruz Soul Jam,santa_cruz_soul_jam,2007-05-05,2007-05-06,Santa Cruz,California,United States,Santa Cruz Footbag Club,net,completed,,mirror
2007_shercle_session_3,1172329753,2007,Shercle Session #3 - Estonian Footbag Camp,shercle_session_3_estonian_footbag_camp,2007-02-24,2007-02-24,Vinni,Harjumaa,Estonia,Tallinn Footbag Club,social,no_results,,mirror
2007_shredmonton_assembly,1181021804,2007,ShrEdmonton Freestyle Assembly 2007,shredmonton_freestyle_assembly_2007,2007-06-22,2007-06-24,Edmonton,Alberta,Canada,Edmonton Footbag Club,freestyle,completed,,mirror
2007_texas_statewide,1176844933,2007,Texas Statewide Footbag Tournament 2007,texas_statewide_footbag_tournament_2007,2007-10-13,2007-10-14,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,net,completed,,mirror
2007_hackrifice,1188233129,2007,The 9th Hackrifice Open 2007,the_9th_hackrifice_open_2007,2007-09-29,2007-09-30,Winnipeg,Manitoba,Canada,Hackrifice,mixed,completed,,mirror
2007_green_chaos,1164845982,2007,The Green Cup 2007 - Presented By Chaos,the_green_cup_2007_presented_by_chaos,2007-05-26,2007-05-28,San Francisco,California,United States,Chaos Footbag Club,net,completed,,mirror
2007_todexon_8,1168634226,2007,Todexon 8,todexon_8,2007-04-05,2007-04-08,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2007_zocha,1195773772,2007,Zocha Jam 2007,zocha_jam_2007,2007-12-08,2007-12-09,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2008_de_france_de,1222687523,2008,10e Open de France de Footbag,10e_open_de_france_de_footbag,2008-10-31,2008-11-02,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,mixed,completed,,mirror
2008_eurochamp_montpellier,1199106237,2008,10th Annual IFPA European Footbag Championships,10th_annual_ifpa_european_footbag_championships,2008-07-03,2008-07-06,Montpellier,Occitanie,France,Icarus Footbag,mixed,completed,,mirror
2008_worlds_prague,1194517448,2008,2008 IFPA WORLD FOOTBAG CHAMPIONSHIPS,2008_ifpa_world_footbag_championships,2008-08-10,2008-08-17,Prague,,Czech Republic,Czech Footbag Association,worlds,completed,,mirror
2008_southern,1189977929,2008,2008 Southern Regional Footbag Championships,2008_southern_regional_footbag_championships,2008-05-17,2008-05-17,Houston,Texas,United States,Houston Skyliners Footbag Club,net,completed,,mirror
2008_midwest,1212769063,2008,24th Annual Midwest Regional Footbag Championships,24th_annual_midwest_regional_footbag_championships,2008-07-05,2008-07-06,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,freestyle,completed,,mirror
2008_south_american,1226205667,2008,2nd IFPA South American Footbag Championships,2nd_ifpa_south_american_footbag_championships,2008-12-18,2008-12-21,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,freestyle,completed,,mirror
2008_jfk_jyvaskyla_2,1205552627,2008,5th Annual JFK Net Battle,5th_annual_jfk_net_battle,2008-05-17,2008-05-18,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2008_polish,1219405634,2008,8th Annual Polish Footbag Championships 2008,8th_annual_polish_footbag_championships_2008,2008-09-20,2008-09-21,Warsaw,Masovian,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2008_turku,1208345952,2008,9th Annual Turku Open,9th_annual_turku_open,2008-07-26,2008-07-27,Turku,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2008_commalamaison_contest,1203604560,2008,CommALaMaison Contest 2008,commalamaison_contest_2008,2008-03-01,2008-03-01,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2008_czech,1228946926,2008,Czech Footbag Championships,czech_footbag_championships,2008-12-20,2008-12-20,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2008_eastregion,1220466807,2008,East Coast Footbag Championships,east_coast_footbag_championships,2008-09-27,2008-09-28,Silver Spring,Maryland,United States,D.C. All-Stars,mixed,completed,,mirror
2008_fc_footstars_anniversary,1195677906,2008,FC Footstar's 10th anniversary,fc_footstars_10th_anniversary,2008-01-12,2008-01-13,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2008_finnish_helsinki,1226938152,2008,Finnish Footbag Championships,finnish_footbag_championships,2008-12-20,2008-12-20,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),mixed,completed,,mirror
2008_finnish_naantali,1220519679,2008,Finnish Footbag Singles Net Championships,finnish_footbag_singles_net_championships,2008-12-05,2008-12-06,Naantali,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2008_french,1212406878,2008,French Footbag Championships 2008,french_footbag_championships_2008,2008-06-13,2008-06-14,Marseille,Provence-Alpes-Côte d'Azur,France,Icarus Footbag,mixed,completed,,mirror
2008_funtastik_summer,1216058526,2008,Funtastik Summer Classic Footbag Tournament,funtastik_summer_classic_footbag_tournament,2008-08-30,2008-09-01,Harrisburg,Pennsylvania,United States,,mixed,completed,,mirror
2008_greater_rochester_area,1200325415,2008,Greater Rochester Area Shred Symposium 2008,greater_rochester_area_shred_symposium_2008,2008-04-18,2008-04-20,Rochester,New York,United States,The Rochester Footbag Association,freestyle,completed,,mirror
2008_jfk_jyvaskyla_3,1221506867,2008,JFK Fall Fury,jfk_fall_fury,2008-10-18,2008-10-18,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2008_jfk_jyvaskyla,1202118857,2008,JFK March Mayhem,jfk_march_mayhem,2008-03-01,2008-03-02,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2008_memphicago_kick_volley,1218721346,2008,Memphicago Kick Volley Challenge 1,memphicago_kick_volley_challenge_1,2008-08-17,2008-08-17,Salem,Illinois,United States,Memphis Footworks,net,completed,,mirror
2008_springjam,1206161350,2008,Montreal Spring Jam 3,montreal_spring_jam_3,2008-06-13,2008-06-15,Montreal,Quebec,Canada,,freestyle,completed,,mirror
2008_phoenix,1189467124,2008,Phoenix Open,phoenix_open,2008-01-19,2008-01-21,Phoenix,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,net,completed,,mirror
2008_rnh_contest,1204904987,2008,RNH Contest 2008,rnh_contest_2008,2008-04-26,2008-04-27,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,mixed,completed,,mirror
2008_second_nyfa_symposium,1201396433,2008,Second Annual NYFA Freestyle Symposium,second_annual_nyfa_freestyle_symposium,2008-07-25,2008-07-27,New York,,United States,New York Footbag Association,freestyle,completed,,mirror
2008_shredmonton_assembly,1208408135,2008,ShrEdmonton Freestyle Assembly 2008,shredmonton_freestyle_assembly_2008,2008-06-27,2008-06-29,Edmonton,Alberta,Canada,Edmonton Footbag Club,freestyle,completed,,mirror
2008_shred_for_savvy,1202444182,2008,Shred for Savvy,shred_for_savvy,2008-03-22,2008-03-22,College Park,Maryland,United States,D.C. All-Stars,mixed,no_results,,mirror
2008_socali_08,1200725314,2008,SoCali Jam 08,socali_jam_08,2008-02-15,2008-02-18,San Diego,California,United States,,social,completed,,mirror
2008_southeastern,1201811757,2008,Southeastern Net Championships,southeastern_net_championships,2008-04-05,2008-04-06,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2008_texas_statewide,1216849705,2008,Texas Statewide Tournament 2008,texas_statewide_tournament_2008,2008-10-18,2008-10-19,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,mixed,completed,,mirror
2008_hackrifice,1208064566,2008,The 10th Annual Hackrifice Open Footbag Championship,the_10th_annual_hackrifice_open_footbag_championship,2008-09-19,2008-09-21,Winnipeg,Manitoba,Canada,Hackrifice,freestyle,completed,,mirror
2008_green_chaos,1195585401,2008,The 2008 Green Cup Presented by Chaos,the_2008_green_cup_presented_by_chaos,2008-05-24,2008-05-26,San Francisco,California,United States,Chaos Footbag Club,net,completed,,mirror
2008_pro_kicker_montreal,1204009603,2008,The 2008 Pro Kicker Montreal Footbag Championships,the_2008_pro_kicker_montreal_footbag_championships,2008-07-18,2008-07-20,Montreal,Quebec,Canada,Association Québécoise de Footbag,net,completed,,mirror
2008_pro_kicker_windchill,1204006435,2008,The 2008 Pro Kicker Windchill,the_2008_pro_kicker_windchill,2008-04-12,2008-04-13,Montreal,Quebec,Canada,Association Québécoise de Footbag,net,completed,,mirror
2008_second_city_clck,1216742033,2008,The 2008 Second City Cup presented by CLCK,the_2008_second_city_cup_presented_by_clck,2008-09-20,2008-09-21,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2008_windy_city,1203102773,2008,The 2008 Windy City Cup,the_2008_windy_city_cup,2008-06-13,2008-06-15,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2008_todexon_9,1196344513,2008,Todexon 9,todexon_9,2008-03-15,2008-03-15,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2008_usopen_portland,1193783964,2008,U.S. Open Footbag Championships,u_s_open_footbag_championships,2008-07-12,2008-07-13,Portland,Oregon,United States,Sole Purpose,mixed,completed,,mirror
2008_zocha,1224962900,2008,Zocha Jam 2008,zocha_jam_2008,2008-12-06,2008-12-07,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2009_mud_island_belt,1226549669,2009,"""The Mud Island Belt"" 2009 presented by Memphis Footworks",the_mud_island_belt_2009_presented_by_memphis_footworks,2009-04-18,2009-04-19,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2009_eurochamp_strzelin,1235653935,2009,11th Annual IFPA European Footbag Championships - Strzelin,11th_annual_ifpa_european_footbag_championships_strzelin,2009-06-26,2009-06-28,Strzelin,Lower Silesian,Poland,DST Footbag Club Strzelin,mixed,completed,,mirror
2009_east_coast,1252110023,2009,2009 East-Coast Footbag Championships,2009_east_coast_footbag_championships,2009-10-03,2009-10-04,College Park,Maryland,United States,D.C. All-Stars,freestyle,completed,,mirror
2009_french,1241011525,2009,2009 French Footbag Championships,2009_french_footbag_championships,2009-06-13,2009-06-14,Nantes,Pays de la Loire,France,,mixed,completed,,mirror
2009_green_chaos,1232474501,2009,2009 Green Cup Presented by Chaos,2009_green_cup_presented_by_chaos,2009-05-23,2009-05-25,San Francisco,California,United States,Chaos Footbag Club,net,completed,,mirror
2009_southern,1235253768,2009,2009 Southern Regional Footbag Championships,2009_southern_regional_footbag_championships,2009-05-16,2009-05-17,Houston,Texas,United States,Houston Skyliners Footbag Club,mixed,completed,,mirror
2009_usopen_portland,1231286017,2009,2009 U.S. Open Footbag Net Championships,2009_u_s_open_footbag_net_championships,2009-06-20,2009-06-21,Portland,Oregon,United States,NPR,net,completed,,mirror
2009_usopen_vancouver,1233299407,2009,2009 U.S. Open Freestyle Footbag Championships,2009_u_s_open_freestyle_footbag_championships,2009-07-11,2009-07-12,Vancouver,Washington,United States,Sole Purpose,freestyle,completed,,mirror
2009_windy_city_clck,1229435305,2009,2009 Windy City Cup presented by CLCK,2009_windy_city_cup_presented_by_clck,2009-06-12,2009-06-14,Chicago,Illinois,United States,Chicago Lake Coast Kickers,freestyle,completed,,mirror
2009_winter_buce_league,1238728089,2009,2009 Winter Buce League,2009_winter_buce_league,2009-05-03,2009-05-03,Sydney,New South Wales,Australia,,social,no_results,,mirror
2009_vancouver,1245199707,2009,22nd Annual Vancouver Open Footbag Tournament,22nd_annual_vancouver_open_footbag_tournament,2009-08-15,2009-08-16,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,mixed,completed,,mirror
2009_midwest_new_years,1255269216,2009,25th Midwest Regionals Tournament & New Year's Jam,25th_midwest_regionals_tournament_new_years_jam,2009-12-27,2009-12-28,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,freestyle,completed,,mirror
2009_worlds_berlin,1226679678,2009,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,30th_annual_ifpa_world_footbag_championships,2009-07-19,2009-07-26,Berlin,,Germany,FC Footstar Berlin e.V.,worlds,completed,,mirror
2009_footbagjam_lausanne,1245404642,2009,6# Swiss Footbag Open,6_swiss_footbag_open,2009-09-18,2009-09-20,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,freestyle,completed,,mirror
2009_footbagjam_warsaw,1251990500,2009,6th Annual Wilanow Footbag Open 2009,6th_annual_wilanow_footbag_open_2009,2009-10-10,2009-10-11,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,freestyle,completed,,mirror
2009_austrian,1245432804,2009,Austrian Footbag Championships 2009,austrian_footbag_championships_2009,2009-08-07,2009-08-09,Wiener Neustadt,Lower Austria,Austria,AUTsiders,mixed,completed,,mirror
2009_end_winter,1239721441,2009,End of Winter Jam,end_of_winter_jam,2009-04-18,2009-04-19,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,freestyle,completed,,mirror
2009_finnish,1254829577,2009,Finnish Footbag Championships,finnish_footbag_championships,2009-12-11,2009-12-13,Naantali,Southwest Finland,Finland,Footcraft,mixed,completed,,mirror
2009_footbagjam_stara_zagora,1260517364,2009,Footbag Open Meeting,footbag_open_meeting,2009-12-12,2009-12-13,Stara Zagora,,Bulgaria,Urban Komba,mixed,completed,,mirror
2009_footbagjam_frankfurt,1225370942,2009,Frankfurt Footbag Open - *Bembel Cup 2009*,frankfurt_footbag_open_bembel_cup_2009,2009-07-11,2009-07-12,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2009_frisbee_fest,1241031822,2009,Frisbee Footbag Fest,frisbee_footbag_fest,2009-05-09,2009-05-11,Moscow,,Russia,Footbag Empire,mixed,completed,,mirror
2009_funtastik_summer,1245793403,2009,Funtastik Summer Classic,funtastik_summer_classic,2009-09-05,2009-09-07,Harrisburg,Pennsylvania,United States,,mixed,completed,,mirror
2009_german,1257621700,2009,German Footbag Championships 2009,german_footbag_championships_2009,2009-12-05,2009-12-06,Hamburg,,Germany,Hamburg Footkings e.V.,mixed,completed,,mirror
2009_helsinki,1244553505,2009,Helsinki Open 2009,helsinki_open_2009,2009-06-13,2009-06-14,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),mixed,completed,,mirror
2009_south_american,1258513500,2009,IFPA South American Championships,ifpa_south_american_championships,2009-12-17,2009-12-21,Bogotá,Cundinamarca,Colombia,Fundación Footbag Colombia - IFC,net,completed,,mirror
2009_s_montreal_09,1237771561,2009,IFPA's Montreal Open 09 : Footbag Freestyle,ifpas_montreal_open_09_footbag_freestyle,2009-06-12,2009-06-14,Montreal,Quebec,Canada,,freestyle,completed,,mirror
2009_jfk_jyvaskyla,1235504528,2009,JFK March Mayhem,jfk_march_mayhem,2009-03-21,2009-03-22,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2009_jfk_jyvaskyla_2,1242210886,2009,JFK Net Battle,jfk_net_battle,2009-05-23,2009-05-24,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2009_kick_volley_01,1234761224,2009,Kick Volley 01,kick_volley_01,2009-03-21,2009-03-22,Montréal,Quebec,Canada,Association Québécoise de Footbag,net,completed,,mirror
2009_montreal_end_summer,1250478677,2009,Montreal End-of-Summer Jam 1,montreal_end_of_summer_jam_1,2009-09-11,2009-09-13,Montreal,Quebec,Canada,Aki Freestyle Montréal,freestyle,completed,,mirror
2009_montreals_first_single,1230850031,2009,"Montreal's 2009 First Single Net Footbag Championships, presented by AKIQ",montreals_2009_first_single_net_footbag_championships_presented_by_akiq,2009-01-17,2009-01-17,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2009_phoenix,1226378339,2009,Phoenix Open 2009,phoenix_open_2009,2009-01-17,2009-01-19,Chandler,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,net,completed,,mirror
2009_polish,1248864536,2009,Polish Footbag Championships 2009,polish_footbag_championships_2009,2009-08-21,2009-08-23,Białystok,Podlaskie,Poland,Pasikonik BFT,mixed,completed,,mirror
2009_prague,1255335697,2009,Prague Net Open,prague_net_open,2009-11-20,2009-11-22,Prague,,Czech Republic,Czech Footbag Association,net,completed,,mirror
2009_rnh_contest,1235149093,2009,RNH Contest 2009,rnh_contest_2009,2009-04-18,2009-04-19,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,mixed,completed,,mirror
2009_texas_statewide,1248033041,2009,Texas Statewide 2009,texas_statewide_2009,2009-10-24,2009-10-25,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,net,completed,,mirror
2009_australian_national,1233718528,2009,The 7th Australian National Footbag Championships,the_7th_australian_national_footbag_championships,2009-04-17,2009-04-19,Sydney,New South Wales,Australia,Sydney Freestyle,freestyle,completed,,mirror
2009_akisphere,1239056543,2009,"The AkiSphere 2009, presented by AKIQ (Montreal Net)",the_akisphere_2009_presented_by_akiq_montreal_net,2009-07-03,2009-07-05,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2009_todexon_10,1231432184,2009,Todexon 10,todexon_10,2009-03-27,2009-03-29,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2009_turku,1240469006,2009,Turku Open 2009,turku_open_2009,2009-07-04,2009-07-05,Turku,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2009_pro_copa_pro,1251952403,2009,X-PRO Cup (Copa X-PRO),x_pro_cup_copa_x_pro,2009-09-19,2009-09-20,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2009_zocha,1255957016,2009,Zocha Jam 2009,zocha_jam_2009,2009-12-05,2009-12-06,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2010_bembel,1271270281,2010,*Bembel Cup 2010*,bembel_cup_2010,2010-08-28,2010-08-29,Düsseldorf,North Rhine-Westphalia,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2010_polish,1278603677,2010,10th Annual Polish Footbag Championships 2010,10th_annual_polish_footbag_championships_2010,2010-08-06,2010-08-08,Katowice,Silesian,Poland,WSF Warsaw Footbag Association,freestyle,completed,,mirror
2010_swiss,1280907422,2010,10th Swiss Footbag Championships,10th_swiss_footbag_championships,2010-09-11,2010-09-12,Lucerne,,Switzerland,Swirl Pool,mixed,completed,,mirror
2010_de_france_de,1256202918,2010,11e Open de France de Footbag,11e_open_de_france_de_footbag,2010-02-26,2010-02-28,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,mixed,completed,,mirror
2010_german,1282224512,2010,12th Annual German Footbag Championships,12th_annual_german_footbag_championships,2010-11-13,2010-11-14,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2010_eurochamp_brussels,1269266785,2010,12th Annual IFPA European Footbag Championships - Brussels,12th_annual_ifpa_european_footbag_championships_brussels,2010-06-25,2010-06-27,Brussels,Brussels Capital Region,Belgium,Brussels Footbag Club,mixed,completed,,mirror
2010_1era_copa_venezuela,1284182261,2010,1era COPA VENEZUELA,1era_copa_venezuela,2010-09-18,2010-09-19,Caracas,Miranda,Venezuela,X-PRO,net,completed,,mirror
2010_eastregion,1268407783,2010,2010 East Coast Footbag Championships,2010_east_coast_footbag_championships,2010-05-22,2010-05-23,College Park,Maryland,United States,D.C. All-Stars,net,completed,,mirror
2010_green_chaos,1268445253,2010,2010 Green Cup Presented by Chaos,2010_green_cup_presented_by_chaos,2010-07-24,2010-07-28,Lake Tahoe,California,United States,Chaos Footbag Club,net,completed,,mirror
2010_mud_island_belt,1264098849,2010,2010 Mud Island Belt Presented by Memphis Footworks,2010_mud_island_belt_presented_by_memphis_footworks,2010-04-10,2010-04-11,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2010_nyj_midwest,1285506605,2010,2010 NYJ/Midwest Regionals Footbag Championships,2010_nyj_midwest_regionals_footbag_championships,2010-12-18,2010-12-20,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,freestyle,completed,,mirror
2010_southern,1268191383,2010,2010 Southern Regional Footbag Championships,2010_southern_regional_footbag_championships,2010-05-01,2010-05-02,Houston,Texas,United States,Houston Skyliners Footbag Club,mixed,completed,,mirror
2010_usopen_portland,1262288759,2010,2010 U.S. Open Footbag Net Championships,2010_u_s_open_footbag_net_championships,2010-06-26,2010-06-27,Portland,Oregon,United States,NPR,net,completed,,mirror
2010_copa_pro,1286381206,2010,2da. Copa X-PRO,2da_copa_x_pro,2010-11-20,2010-11-21,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2010_worlds_oakland,1265745512,2010,31st IFPA WORLD FOOTBAG CHAMPIONSHIPS,31st_ifpa_world_footbag_championships,2010-08-01,2010-08-07,Oakland,California,United States,,worlds,completed,,mirror
2010_windy_city,1267718326,2010,3rd Annual Windy City Cup,3rd_annual_windy_city_cup,2010-06-19,2010-06-20,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2010_nyfa_symposium,1273248665,2010,4th Annual NYFA Freestyle and Net Symposium,4th_annual_nyfa_freestyle_and_net_symposium,2010-05-29,2010-05-31,New York,,United States,New York Footbag Association,mixed,completed,,mirror
2010_campeonato_suramericano_de,1286381599,2010,4to Campeonato Suramericano de Footbag,4to_campeonato_suramericano_de_footbag,2010-12-18,2010-12-21,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2010_footbagjam_warsaw,1282912320,2010,7th Annual Wilanow Footbag Open 2010,7th_annual_wilanow_footbag_open_2010,2010-10-09,2010-10-10,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,mixed,completed,,mirror
2010_austrian,1284588517,2010,Austrian Footbag Championships 2010,austrian_footbag_championships_2010,2010-12-10,2010-12-12,Vienna,,Austria,Footbag-Vienna,freestyle,completed,,mirror
2010_czech,1286644859,2010,Czech Footbag Championship 2010,czech_footbag_championship_2010,2010-11-06,2010-11-06,Hradec Králové,,Czech Republic,,mixed,completed,,mirror
2010_fb_golf_hamburg,1263589392,2010,FB-Golf-Hamburg,fb_golf_hamburg,2010-01-30,2010-01-30,Hamburg,,Germany,Tu Wat,golf,no_results,,mirror
2010_fc_footstar_berlin,1254662073,2010,FC Footstar Berlin 12th Birthday Jam,fc_footstar_berlin_12th_birthday_jam,2010-01-16,2010-01-17,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2010_finnish,1280002674,2010,Finnish Footbag Championships,finnish_footbag_championships,2010-09-17,2010-09-19,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",mixed,completed,,mirror
2010_t_chira_copa,1285989828,2010,Footbag Táchira Cup (Copa Tachira),footbag_t_chira_cup_copa_tachira,2010-10-23,2010-10-24,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2010_again_in_zara,1267996189,2010,Footbag again in the Zara,footbag_again_in_the_zara,2010-03-13,2010-03-14,Stara Zagora,,Bulgaria,Urban Komba,mixed,completed,,mirror
2010_footcamp,1267469140,2010,Footcamp 2010,footcamp_2010,2010-04-01,2010-04-03,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2010_frankfurt_anniversary,1260368810,2010,Frankfurt Footbag 10th Anniversary Jam,frankfurt_footbag_10th_anniversary_jam,2010-03-05,2010-03-07,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2010_french,1277805979,2010,French Footbag Championships 2010,french_footbag_championships_2010,2010-07-03,2010-07-04,Montpellier,Occitanie,France,Icarus Footbag,mixed,completed,,mirror
2010_funtastik_summer,1252451527,2010,Funtastik Summer Classic,funtastik_summer_classic,2010-09-04,2010-09-06,Harrisburg,Pennsylvania,United States,,mixed,completed,,mirror
2010_spanish,1268338685,2010,II Spanish OPEN,ii_spanish_open,2010-05-01,2010-05-02,Rivas-Vaciamadrid,Madrid,Spain,Madrid Footbag Club,mixed,no_results,,mirror
2010_kick_volley_02,1267920908,2010,KICK VOLLEY 02,kick_volley_02,2010-04-17,2010-04-18,Montréal,Quebec,Canada,Association Québécoise de Footbag,net,completed,,mirror
2010_march_mayhem,1269860787,2010,March Mayhem 2010,march_mayhem_2010,2010-03-27,2010-03-28,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2010_naantalin_seudun_mestaruuskilpailut,1287439208,2010,Naantalin Seudun Mestaruuskilpailut,naantalin_seudun_mestaruuskilpailut,2010-12-11,2010-12-11,Naantali,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2010_orange_d_em,1282647603,2010,Net Orange Jam II (Net D¿em),net_orange_jam_ii_net_d_em,2010-09-04,2010-09-05,Kraków,Lesser Poland,Poland,Maniac Footbag Team,net,completed,,mirror
2010_phoenix,1254724022,2010,Phoenix Open 2010,phoenix_open_2010,2010-01-16,2010-01-18,Chandler,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,social,no_results,,mirror
2010_rnh_contest,1270631935,2010,RNH Contest 2010,rnh_contest_2010,2010-06-05,2010-06-06,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2010_texas_state,1270518636,2010,Texas State Footbag Championships 2010,texas_state_footbag_championships_2010,2010-10-16,2010-10-17,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,mixed,completed,,mirror
2010_akisphere,1272817638,2010,"The AkiSphere 2010, presented by AKIQ",the_akisphere_2010_presented_by_akiq,2010-07-02,2010-07-04,Montréal,Quebec,Canada,Aki Québec,net,completed,,mirror
2010_king_hill_aki,1269111845,2010,"The King of the Hill 2010, presented by Aki Québec",the_king_of_the_hill_2010_presented_by_aki_qu_bec,2010-05-29,2010-05-30,Montréal,Quebec,Canada,Aki Québec,net,completed,,mirror
2010_todexon_11,1262691385,2010,Todexon 11,todexon_11,2010-03-19,2010-03-21,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2010_turku,1271275118,2010,Turku Open 2010,turku_open_2010,2010-07-17,2010-07-18,Turku,Southwest Finland,Finland,Footcraft,net,completed,,mirror
